audit,split,fold_id,condition,policy,tau,accuracy,balanced_accuracy,macro_f1,active_macro_f1,risk_coverage_auc,mean_cdc,expected_cdc,mean_cdc_all,candidate_cdc_all,intervention_rate,changed_vs_user_rate,n_test,threshold,budget_type,budget,dev_budget_value,test_budget_value,test_budget_gap,pareto
context_degradation,amputee_loso,0,clean,CD-margin tau=0.20,0.2,0.6254761904761905,0.7986580086580086,0.642616578779302,0.7646442579559711,0.29385343136397724,0.011711209521196989,0.008933979834741701,0.008933979834741701,0.008933979834741701,0.7628571428571429,0.7628571428571429,4200,,,,,,,True
context_degradation,amputee_loso,0,clean,CD-margin tau=0.50,0.5,0.6254761904761905,0.7986580086580086,0.642616578779302,0.7646442579559711,0.29385343136397724,0.011711209521196989,0.008933979834741701,0.008933979834741701,0.008933979834741701,0.7628571428571429,0.7628571428571429,4200,,,,,,,True
context_degradation,amputee_loso,0,clean,CD-margin tau=1.00,1.0,0.6254761904761905,0.7986580086580086,0.642616578779302,0.7646442579559711,0.29385343136397724,0.011711209521196989,0.008933979834741701,0.008933979834741701,0.008933979834741701,0.7628571428571429,0.7628571428571429,4200,,,,,,,True
prospective_threshold,amputee_loso,0,clean,ConfGate dev cdc<=0.02,,0.6254761904761905,0.7986580086580086,0.642616578779302,0.7646442579559711,0.29385343136397724,0.011711209521196989,0.008933979834741701,0.008933979834741701,0.008933979834741701,0.7628571428571429,0.7628571428571429,4200,0.24118479111044436,cdc,0.02,0.016371950395348486,0.008933979834741701,-0.0110660201652583,True
prospective_threshold,amputee_loso,0,clean,ConfGate dev cdc<=0.05,,0.6254761904761905,0.7986580086580086,0.642616578779302,0.7646442579559711,0.29385343136397724,0.011711209521196989,0.008933979834741701,0.008933979834741701,0.008933979834741701,0.7628571428571429,0.7628571428571429,4200,0.24118479111044436,cdc,0.05,0.016371950395348486,0.008933979834741701,-0.0410660201652583,True
prospective_threshold,amputee_loso,0,clean,ConfGate dev intervention<=0.10,,0.49238095238095236,0.2812121212121212,0.26915978416671354,0.2261976831171989,0.419499742072307,0.010346970372906716,0.0008622475310755597,0.0008622475310755597,0.008933979834741701,0.08333333333333333,0.08333333333333333,4200,0.8151551705433481,intervention,0.1,0.08563492063492063,0.08333333333333333,-0.016666666666666677,True
prospective_threshold,amputee_loso,0,clean,ConfGate dev intervention<=0.25,,0.5933333333333334,0.4768398268398268,0.4494487431992579,0.430879432967753,0.28439242379736723,0.01044485319386174,0.0023650131874672652,0.0023650131874672652,0.008933979834741701,0.22642857142857142,0.22642857142857142,4200,0.6832021450903237,intervention,0.25,0.2388095238095238,0.22642857142857142,-0.023571428571428577,True
context_degradation,amputee_loso,1,clean,CD-margin tau=0.00,0.0,0.3530952380952381,0.12341991341991342,0.10040979300828944,0.05339883435020359,0.7530924059662467,0.0,0.0,0.0,0.013420407616516944,0.0,0.0,4200,,,,,,,True
context_degradation,amputee_loso,1,clean,CD-margin tau=0.01,0.01,0.40190476190476193,0.4326839826839828,0.38070941182044393,0.44514405869261464,0.5364961020325527,0.005654852903343366,0.00269951906457225,0.00269951906457225,0.013420407616516944,0.4773809523809524,0.4773809523809524,4200,,,,,,,True
context_degradation,amputee_loso,1,clean,CD-margin tau=0.02,0.02,0.43976190476190474,0.5845021645021645,0.4692682353646924,0.5858281573847862,0.474588233505174,0.007913681111288562,0.005313471603293749,0.005313471603293749,0.013420407616516944,0.6714285714285714,0.6714285714285714,4200,,,,,,,True
context_degradation,amputee_loso,1,clean,CD-margin tau=0.05,0.05,0.51,0.7005194805194805,0.5480991200003683,0.6925203321020679,0.4149326126013867,0.011437009905021396,0.009016176141791864,0.009016176141791864,0.013420407616516944,0.7883333333333333,0.7883333333333333,4200,,,,,,,True
context_degradation,amputee_loso,1,clean,CD-margin tau=0.10,0.1,0.5447619047619048,0.7496969696969696,0.5828034526172274,0.7367396900018796,0.3919536880602769,0.014541161976233551,0.012152256794423753,0.012152256794423753,0.013420407616516944,0.8357142857142857,0.8357142857142857,4200,,,,,,,True
context_degradation,amputee_loso,1,clean,CD-margin tau=0.20,0.2,0.5521428571428572,0.7525974025974026,0.5870988050384542,0.7381664766395327,0.3846374397246172,0.015828804289105717,0.013371570861368354,0.013371570861368354,0.013420407616516944,0.8447619047619047,0.8447619047619047,4200,,,,,,,True
prospective_threshold,amputee_loso,1,clean,ConfGate dev cdc<=0.02,,0.3530952380952381,0.12341991341991342,0.10040979300828944,0.05339883435020359,0.7530924059662467,0.0,0.0,0.0,0.013420407616516944,0.0,0.0,4200,0.6131663737928978,cdc,0.02,0.0031003590618648414,0.0,-0.02,True
prospective_threshold,amputee_loso,1,clean,ConfGate dev cdc<=0.05,,0.3530952380952381,0.12341991341991342,0.10040979300828944,0.05339883435020359,0.7530924059662467,0.0,0.0,0.0,0.013420407616516944,0.0,0.0,4200,0.6131663737928978,cdc,0.05,0.0031003590618648414,0.0,-0.05,True
prospective_threshold,amputee_loso,1,clean,ConfGate dev intervention<=0.10,,0.3530952380952381,0.12341991341991342,0.10040979300828944,0.05339883435020359,0.7530924059662467,0.0,0.0,0.0,0.013420407616516944,0.0,0.0,4200,0.6131663737928978,intervention,0.1,0.005396825396825397,0.0,-0.1,True
prospective_threshold,amputee_loso,1,clean,ConfGate dev intervention<=0.25,,0.3530952380952381,0.12341991341991342,0.10040979300828944,0.05339883435020359,0.7530924059662467,0.0,0.0,0.0,0.013420407616516944,0.0,0.0,4200,0.6131663737928978,intervention,0.25,0.005396825396825397,0.0,-0.25,True
context_degradation,amputee_loso,2,clean,CD-margin tau=0.00,0.0,0.32,0.147012987012987,0.1321498462312485,0.09176974098651747,0.6655261739741687,0.0,0.0,0.0,0.06051516666169579,0.0,0.0,4200,,,,,,,True
